id,hierarchy_level,ccta95_code,name,name_en,description,is_marked
"090330","minor","090330","ナイトウェア（ねまき・室内着を含む．）","Nightwear","二部式にするなどして脱ぎ着を容易にした浴衣，床ずれを防止するための工夫がされた寝巻，痴呆性老人のおむつ外しを予防するための上下つなぎなど，対象者や介護者に便利に工夫されたもの．","0"
"090333","minor","090333","浴用衣類","Bathing wear","入浴や水浴・温浴訓練などで使用するもの．（いわゆる水着類）","0"
"090336","minor","090336","保護用入浴パンツ","Protective bathing pants","入浴中の失禁に際して，漏らさないようにした特別の水着．水浴・温浴訓練にも用いる．","0"
"090339","minor","090339","よだれかけ・エプロン","Bibs and aprons","防水性のある布地を使用し，食べこぼしを受ける加工のされたもの．大きなポケットが前面にあったり，エプロンの裾の両端をテーブルなどに止め，立体的な受けにして食べ物や液体などで衣類や床を汚さないように工夫されたものや介護者が入浴介助する時に使うものなど．","0"
"090342","minor","090342","靴（下駄・草履を含む．）","Shoes and boots","甲部や踵にベルクロやジッパ，ゴムを使うなどして，着脱を容易にしたり，幅広・甲高・外反拇指や足指の変形のある人にも楽に履けるよう工夫されているもの．靴型装具は0633を参照．","0"
"090345","minor","090345","靴用滑り止め","Anti-slip devices for shoes and boots","雪道などでの転倒を防ぐため，靴底に張る樹脂でできた凸凹状のシールなど．歩行用補助具のアイスグリッパは120330を参照．","0"
"090348","minor","090348","留具","Buttoning devices and fasteners","ベルクロ・ジッパ・ゴム式靴ひもなどボタンの替わりになるもの．更衣用具は0909を参照．","0"
"090389","minor","090389","その他の衣類・靴","Other clothes and shoes","","0"
"090390","minor","090390","和服*","Kimono","二部式にするなどの工夫により，障害者が着脱しやすいようにしたもの．","1"
"090391","minor","090391","ネクタイ・ボウ*","Ties and bows","ジッパや止め具などを使って，障害者が着脱しやすいように工夫され，製作されたもの．","1"
"090600","middle","090600","保護用具","Body-worn protective aids","身体の一部あるいは全身に装着して身体を外部から保護するための用具．環境改善機器・作業用具は2703を参照．","0"
"090603","minor","090603","頭部保護帽（ヘルメットを含む．)","Aids for head protection","頭部を覆ったり，着けたりして外圧，摩擦，振動などから守るもの．","0"
"090606","minor","090606","眼及び顔面保護用具","Aids for eye and face protection","眼や顔面を覆ったり，着けたりして外圧，摩擦，乾燥などから守るもの．例えば，瞼の開閉が不自由で目が乾燥しやすい人のために，水中メガネに水を入れたようなものがある．眼球乾燥防止用具も含む．光線療法用保護眼鏡は030909を参照．","0"
"090609","minor","090609","耳・聴力保護用具","Aids for ear and hearing protection","耳を覆ったり，着けたりして外圧，摩擦，騒音，風圧，寒さなどから守る用具でそれによって聞こえが阻害されない工夫がされているもの．","0"
"090612","minor","090612","腕・肘保護用具","Aids for arm and elbow protection","腕や肘を覆ったり，着けたりして，関節の動きを保護しながら，外圧，摩擦，湿気などから守るもので，サポータや床ずれ防止用品などである．","0"
"090615","minor","090615","手部保護用具","Aids for hand protection","手部を覆ったり，着けたりして，手の関節の動きを保護しながら，外圧，摩擦，湿気などから守るもので，手袋のような形状をしている．","0"
"090618","minor","090618","脚・膝保護用具","Aids for leg and knee protection","脚・膝を覆ったり，着けたりして，関節の動きを保護しながら，外圧，摩擦などから守るもの．","0"
"090621","minor","090621","足部・踵・足指保護用具","Aids for foot, heel and toe protection","関節の動きを保護しながら，外圧，摩擦などから守るもの．","0"
"090624","minor","090624","全身並びに体幹保護用具","Aids for whole body and trunk protection","全身並びに体幹を覆ったり，着けたりして，各関節の動きを保護しながら，外圧摩擦などから守るもの．ベルト，チョッキ，ハーネスなども含む．シートベルトは121209を参照．","0"
"090627","minor","090627","呼吸器保護用具","Aids for airway protection","呼吸しやすいように胸部の動きを守るもので，胸部を覆うものや圧力をかけて胸部や肺の運動を助けるものがある．また，鼻を覆い肺に粉塵や有毒ガスが入らないようにするものもある．","0"
"090689","minor","090689","その他の保護用具","Other body-worn protective aids","","0"
"090900","middle","090900","更衣用具","Aids for dressing and undressing","留具は090348を，表示用具は240303を参照．","0"
"090903","minor","090903","ストッキングエイド・ソックスエイド","Aids for applying socks and pantihose","ひざや腰に障害のある人が用いる．プラスチック製などの本体にソックスやストッキングをかぶせ，つま先を入れながら両脇に付いたひもや棒を使って引っぱり上げる．","0"
"090906","minor","090906","靴べら・靴脱ぎ具","Shoehorns and bootjacks","ひざや腰に障害のある人が，靴を履いたり脱いだりする時に用いるもの．靴脱ぎ具とは，靴の踵などを器具に引っかけて使用するもので，代表的なものには，ブーツジャックがある．","0"
"090909","minor","090909","衣類着脱器（ホルダを含む．）","Clothes holders","障害のために衣類の着脱が困難な人が，壁に取り付けたり，立てたりして使う器具．衣類の着脱を容易にするため，簡単に掛けられるような工夫のしてあるもの，そのまま衣類を保管するものもある．","0"
"090912","minor","090912","ドレッシングエイド","Dressing and undressing hooks","障害のために衣類の着脱が困難な人が，棒の先に付いた止め具（フックなど）に衣類を引っかけて，引き上げたり下ろしたりする道具．","0"
"090915","minor","090915","ジッパエイド","Zip pullers","障害のために背中のジッパの上げ下げなどができない人が使う，ジッパの金具に取り付けるリングとリングを上げ下げする棒やひも．","0"
"090918","minor","090918","ボタンエイド","Button hooks","手の不自由な人がボタンを止めるために，ボタンホールに差し込み，ボタンを引き出してボタンを掛ける道具．","0"
"091200","middle","091200","トイレ用具","Aids for toiletting","大小便を体外に排出（排泄）するときに使用する用具．受尿器は092412を，しびんは092709を，ビデは093318を，リフトは1236を，支持用具は1818を参照．","0"
"091203","minor","091203","ポータブルトイレ","Commode chairs (with or without castors)","便座，バケツ，脚部（台座），背もたれ，肘掛けなどから構成され，室内，屋外などの適当な場所に移動できるもの．一体成型，組立型，おりたたみ型，椅子型などがある．車輪の付いているものや，シャワ椅子として使えるものもある．","0"
"091206","minor","091206","便器","Toilets","大小便を排泄するときの設備器具のこと．便座，便槽，水槽，排水管などから構成され，便所の床に固定される．立ち上がりやすくする昇降式便器や温水シャワで肛門などを洗浄し，温風で臀部を乾燥する便器もある．温水洗浄便座は091236を参照．","0"
"091209","minor","091209","便座","Toilet seats","ポータブルトイレや便器で人が座る部分．プラスチック製や木製などのものがあり，形状はＵ字型やＯ字型がある．補高便座，立ち上がり補助便座は091212〜091221を参照．","0"
"091212","minor","091212","補高便座（床置き型）","Raised toilet seats (separate)","和式を洋式にしたり（変換便座ともいう），便器が低いときなどに使用する．便座に台座や四脚がついており，便器の上にかぶせるように，床に置いて使用し，座位を保持したり，立ち上がりを容易にする．便座から容易に移動できる．","0"
"091215","minor","091215","補高便座（取り外し型）","Raised toilet seats (loose attachments)","便座の上に直接置いて座面を高くし，立ち上がりを容易にする．Ｏ字型でプラスチック一体成型のものや，便座に金属製の足が付いているものなどがある．容易に取り外しできる．","0"
"091218","minor","091218","補高便座（固定型）","Raised toilet seats (fixed attachments)","便座と台座はネジや金具で便器に取付けられるもので，座位を保持できるものもある．","0"
"091221","minor","091221","立ち上がり補助便座","Self-lifting toilet seats","便座からの立ち上がりを助けるもので，電動式やスプリング式がある．便座は水平に昇降するものだけでなく，角度が変わるものもある．","0"
"091224","minor","091224","トイレ用簡易手すり（背もたれ付きを含む．）","Toilet armrests and/or toilet backrests mounted on the toilet","便器にネジや金具で取り付け，座ったときの姿勢保持や立ち上がりを助けるもの，鉄パイプのものや木製のものなどがある．また，ポータブルトイレ専用のものもある．便座は091209を，肘掛けは181809を参照．","0"
"091227","minor","091227","トイレットペーパ挟み","Toilet paper tongs","棒状のものや鋏状のものの先端にトイレットペーパを取り付け，おしりを拭きやすくする．手がよく動かない人や身体をかがめない人などが使う．","0"
"091230","minor","091230","トイレットペーパホルダ","Toilet roll holders","トイレットペーパを切りやすく，また，交換しやすく工夫された金属やプラスチックの固定具で，主として壁面に固定して使うもの．","0"
"091233","minor","091233","差し込み便器","Bedpans","ふとんやベッドの上で使うもので，主として寝たままで使用するもの。ベッドパン，オマルとも言われる．","0"
"091236","minor","091236","温水洗浄便座","Douches and air dryers for attachment to a toilet","便座に肛門などを洗浄する温水シャワが付いたもの．温風で臀部を乾燥する設備が付いたものもある．便器は091206を，ビデは093318を参照．","0"
"091239","minor","091239","小便器","Wall-mounted urinals","集尿器は0927を参照．","0"
"091290","minor","091290","ポータブルトイレ用脱臭剤・消臭剤*","Odour absorbents and deodorisers for commode chair","ポータブルトイレの中に入れて使用する脱臭剤・消臭剤・芳香剤などで，液状，錠剤，ムース状などがある．","1"
"091289","minor","091289","その他のトイレ用具","Other aids for toiletting","","0"
"091500","middle","091500","気管切開者用具","Tracheostomy aids","気管切開後の開口には，気管切開チューブ（気管カニューレ）を挿入して気道を確保する．気管の開口から空気がもれることによる咳嗽(ｶﾞｲｿｳ)困難や，吸気の加湿，加温，フィルタ作用の低下を防ぐための気管切開マスク，各種人工鼻など用いる．気管内分泌物が多量で頻回な吸引を目的として気管切開をした場合，吸引時以外は切開部を閉鎖するものとして気管ボタンがある．状態にもよるが，発声困難に対しては，スピーキングチューブ，タピア笛などがある．シュノーケル（気管切開者用）は093342を参照．","0"
"091503","minor","091503","カニューレ","Cannulas","気管カニューレ（気管切開チューブ）．気管切開術施行時に気道の役割をすると同時に，血液が気管内に侵入するのを防ぎ，気管腔内の分泌物を容易に排出させるため，切開した気管内に挿入する曲管．金属製，合成樹脂製などがある．通常二重管であるが，治療目的によって種々の変形管がある．","0"
"091506","minor","091506","瘻孔保護用具","Stoma protectors","開口部の保護に用いるもの．気管切開部用マスク，エプロンガーゼ，加湿用人工鼻など．","0"
"091800","middle","091800","ストーマ用品","Ostomy aids","ストーマとは人工肛門のことで，ギリシャ語で「口」を意味し，通常「手術によって腹壁に造られた排泄口」を指す．すなわち，ストーマ用具とは，人工肛門患者の排便を管理するための用具といえる．皮膚保護剤は092118を参照．","0"
"091803","minor","091803","閉鎖型パウチ","Bags without a drain","ストーマから出る便を収集する袋のことで，下部に内容物を排出する穴のないもの．一回づつ交換するタイプ．","0"
"091806","minor","091806","開放型パウチ","Bags with a drain","収便袋の下部に穴があり，内容物を排出できるもの．袋がいっぱいになっても，そのつど交換する必要がない．","0"
"091809","minor","091809","圧迫包帯","Pressure bandages","ストーマから腸が腹外に出ないように固定する帯．","0"
"091812","minor","091812","装着具","Fasteners for ostomy aids","通常，ストーマにパウチを付けて排便を管理する必要があるが，この際に使用する皮膚保護材やパウチなどのこと．固定具，留め具リング，接着剤を含む．","0"
"091815","minor","091815","閉鎖具（ストッパ）","Bag closures","開放型パウチの下部開放部を閉鎖するもので，着脱は容易にできる．","0"
"091818","minor","091818","ストーマ用脱臭剤・防臭剤","Odour absorbents and deodorizers","パウチの内部に入れたり，パウチの周囲につけたりして匂いを消す．また，便の始末をするときに周りに散布する．","0"
"091821","minor","091821","ポケット式サポータ","Pocket supports for ostomy bags","腹帯ともいい，パウチが腹部からずれないようにする伸縮性のある帯状のもの．","0"
"091824","minor","091824","洗腸用具","Irrigation sets","洗面器，洗腸スリーブ，クリップ，ベルト，フランジなどがあり，腸内に微温湯を注入し，腸内の便を排出する．","0"
"091827","minor","091827","磁石式固定具","Magnetic locks","磁石で固定する器具であるが，現在わが国では使用されていない．","0"
"091830","minor","091830","ストーマ保護具","Stoma shields","瘻孔部分がモノに当たることから保護するための用具．","0"
"091833","minor","091833","ストーマ用カテーテル","Stoma drainage catheters","人工肛門を自分で洗腸するときに使うカテーテル．","0"
"091836","minor","091836","ストーマ用シリンジ","Flushing syringes","人工肛門を自分で洗腸するときに使うシリンジ．","0"
"092100","middle","092100","皮膚保護・清拭用具","Products for skin protection and skin cleaning","皮膚被覆材（装飾用）は063039を，保護用具は0906を，入浴用品は0933を参照．","0"
"092103","minor","092103","剥離剤","Adhesive solvents","ストーマ用装着具の接着剤を皮膚から拭き取るため等に用いる．液状のもの．ウエットティッシュ状のものがある．","0"
"092106","minor","092106","洗浄剤","Skin detergents","皮膚の洗浄に用いるが，人工膀胱の周囲の皮膚に付いた尿や固形物を拭き取るものがある．","0"
"092109","minor","092109","消毒剤","Disinfectants","皮膚の感染症予防のための皮膚の消毒剤","0"
"092112","minor","092112","ドレッシング材","Dressing materials","褥瘡治療などに使用するもので，創傷被覆材（閉鎖性ドレッシング）といわれる．創面では湿潤環境をつくり，皮膚は乾燥を保つもので，主に中間層創傷に用いるポリウレタンフィルムドレッシング材（半透過性）と部分層・全層創傷に用いるハイドロコロイドドレッシング材などがある．","0"
"092115","minor","092115","シール材","Sealing materials","皮膚保護剤の一種（皮膚保護剤参照）","0"
"092118","minor","092118","皮膚保護剤","Skin-protective agents","ストーマの周囲の皮膚を保護したり，褥瘡治療などに使われる．形状はシート状，リング状，ディスク状，パウダ状，ペースト状のものなどがあり，成分によって，カラヤ基材，合成カラヤ系，ペクチン基材，高分子ポリマーなどに分かれる．また，パウダ状やペースト状のものは，ハイドロコロイドドレッシング材と併用し，創面のゼリー量を調整する目的で使われることもある．皮膚被覆材（装飾用）は063039を参照．","0"
"092400","middle","092400","採尿器","Urine diverters","尿を処理するための用具のうち，泌尿器から尿を取り出すための器具．取り出されたものを集めて貯えるための用具は，0927 集尿器を参照．","0"
"092403","minor","092403","バルーンカテーテル","Balloon catheters","主に泌尿器に使用される先端にバルーンの付いたカテーテルで，カテーテルを体腔に保持するために使われる．","0"
"092406","minor","092406","ドレナージカテーテル","Drainage catheters","柔軟性のある内腔を有し，尿道を通して膀胱に挿入して尿の排出をはかる管．","0"
"092409","minor","092409","コンドーム型採尿器","Urine condoms and devices with a similar function","男性用採尿器の主流で各種のものがある．コンドームをペニス根部にマジックテープで固定するものでは，ペニック（アルケア），コンビーン（コロプラスト），ユリサーバー（相模ゴム）がある．採尿器の内側に尿の逆流を防ぐためのゴム膜をつけたものでは，ユニボン・オルボン（アルケア）などがある．","0"
"092412","minor","092412","受尿器","Urine chutes","採尿器で，泌尿器に密着あるいは近接して用いる部分．男女により形が異なる．","0"
"092700","middle","092700","集尿器","Urine collectors","チューブ，コネクタ，バルブ，クランプなどの連結ユニットを含む．","0"
"092703","minor","092703","装着用集尿袋","Urine collection bags， body-worn","体幹に装着する集尿袋で耐久性のあるゴム製または軟質プラスチック製．尿を排出するコックのついたものもあり，さまざまに工夫されている．","0"
"092706","minor","092706","ベッド用集尿袋","Urine collection bed-bags","軟質プラスチックでできた集尿袋で，簡単にベッドの枠に取り付けられるもの．受尿器，カテーテルなどに接続し，密閉して使用する．","0"
"092709","minor","092709","しびん","Urine bottles","自然排尿が可能な安静臥床の人が，ベッド上で排尿するときに用いる．ガラス製，プラスチック製があり，男性用，女性用で形状が異なる．差し込み便器は091233を参照．","0"
"092712","minor","092712","集尿袋用ポケット式サポート","Pocket supports for urine collection bags","集尿袋をポケットに収めて，体幹に安全に装着できるようにしたもの．","0"
"092715","minor","092715","集尿袋用ベルト","Suspenders for urine collectors","集尿袋を下肢に安全に装着できるようにしたベルト","0"
"092718","minor","092718","連結ユニットと集尿器（クランプを含む．）","Urine collection systems, comprising tubes, connecting units and collector","導尿カテーテルあるいは受尿器と連結する管と集尿器．","0"
"092789","minor","092789","その他の集尿器","Other urine collectors","","0"
"092790","minor","092790","しびん（尿器）掛け*","Urine bottle holder","しびん（尿器）を保持するために，ベッドサイドに引っかけて使うもので，金属製のものが多い．ISO 9999の立場からは「092715 Suspenders for urine collector」に含まれるが、わが国におけるニーズを考えて別に設定した。","1"
"092791","minor","092791","尿凝固剤*","Urine coagulant","しびんなどの尿がこぼれないようにするため，容器の中に入れて使用するもので粉状や紙片状のものなどがある．また，尿凝固剤を利用した携帯型のしびん（尿器）もある．","1"
"093000","middle","093000","おむつ用品","Diapers and pads","保護用入浴パンツは090336を，寝具類は181215を参照．","0"
"093003","minor","093003","おむつ","Diapers and women's pads (sanitary towels)","いろいろな理由で失禁がおこる場合に，尿や便を吸収して処理するもの．尿や便をできるだけ漏らさない素材がよい．おむつは，素材，形，吸水素材によって分けられる． 布おむつ： 方形布おむつ：綿１００％の綾織，ネル，さらしなどの他に化繊と綿の混紡がある．それぞれ多少の違いはあるが，９０ｃｍ〜１３０ｃｍ位の大きさの布地を折りたたんで当て，おむつカバーを用いる． 成型布おむつ：布おむつを重ね合わせ股間部に当たる部分を曲線にカットして成型したもの． 紙おむつ：平板型紙おむつ，パンツ型紙おむつ，失禁パッドの３種類に大きく分けられる．どれにも吸収剤の中に高吸収性高分子（ポリマ）が入っている．肌に当たる表面材（不織布），尿を吸収する吸収材，外側を覆う防水材（ポリエチレンフイルム）などで作られている． 平板型紙おむつ：長方形で３０〜３５×６５〜７０ｃｍくらいが多い．吸収素材の違いから吸収シートタイプと綿状パルプタイプに分けられる．おむつカバーやメッシュパンツを併用する． パンツ型紙おむつ：パンツを両脇で切って開いたような形の紙おむつ．股間にフィットするようにゴムギャザが付き，両脇に接着テープがあって，腹部で全体を止めて用いる．おむつカバーは不要． 失禁パッド：常時少量失禁する人や，時々の微量失禁に使われる．尿量に合わせて使えるように形や大きさがいろいろある．パッﾄﾞ用に工夫されたカバーや，ネットパンツもあるが，粘着テープの利用で普通の下着でも使用できる．","0"
"093009","minor","093009","おむつカバー","Suspenders and fasteners for diapers and pads","おむつカバー：おむつを身体によりフィットさせ，排泄物の漏れを防ぐために用いられる．防水性と同時に通気性が求められる．形の違いにより，腰巻き型，Ｔ字型（前開き，後開き），パンツ型，全開型（外羽式，内羽式）などに分けられる． 失禁パンツ：少量の失禁者用パンツで下着感覚で使える．パンツ型とオープン型がある． パンツ型：パンツの股間部を厚くし，内側は吸水性が高く，外側は防水性があるようにして，失禁パッドを使わなくても吸水力のあるものと，失禁パッドを使用するパンツ型がある．ネットパンツは必ず失禁パッドを使用する． オープン型：失禁パットを併用する．前開き，横開き，後開きがある．","0"
"093089","minor","093089","その他のおむつ用品","Other diapers and pads","","0"
"093300","middle","093300","入浴用品","Aids for washing, bathing and showering","入浴用湯温計や水泳・水中訓練のときに用いる用具を含む．リフトは1236を，支持用具は1818を，配管設備182403を，把持具のアタッチメント（道具側に取り付けるもの）は241806を参照．","0"
"093303","minor","093303","入浴用チェア","Bath/shower chairs (with and without wheels), stools, backrests and seats","身体を洗うときなどに腰掛けるための椅子．洗い場で腰掛けるものだけではなく，浴槽内や，浴槽への出入りに利用するものもある．また，トイレチェアと兼用のものもある． シャワチェア：主に洗い場で腰掛けるための椅子．キャスタ付きのものや高さ調整のできるもの，背もたれ・肘掛けの付いたものなどがある．単に洗い場で腰掛けるだけではなく，浴槽内に入るための移乗台として利用することも多い． トイレ兼用シャワチェア：座面に便座や便受けが付いてポータブルトイレとして利用したり，便器と組み合わせても利用できるシャワチェア．キャスタ付きのものや高さ調整のできるもの，背もたれ・肘掛けの付いたものなどがある． 浴槽用チェア：浴槽内に置いたり，浴槽の縁に掛けて利用する椅子など．浴槽内で身体を安定させたり，浴槽への出入りのための台として利用するものもある．例：バスボード，入浴台，浴槽台など． ポータブルトイレは091203を参照．","0"
"093306","minor","093306","滑り止め用品","Non-slip bath mats, shower mats and tapes, etc.","洗い場の床や，浴槽の底に敷くなどして安全を確保するためのマットやテープ類．ゴムや樹脂製のもので，単一で使用するだけでなく，組み合わせて洗い場全体に敷き詰めるタイプもある．床用・階段用滑り止め材は183303を参照．","0"
"093309","minor","093309","シャワ器具（シャワハンガ・スライドバーを含む．）","Showers and shower units","シャワヘッドと水栓その他から構成される設備器具類．シャワヘッドには固定式の他，手に持って使用できるハンドシャワタイプがあり，シャワヘッドを掛けるシャワハンガや，高さを自由に変えられるスライドバーなどもある．水栓には，片手で操作できるシングルレバ式や温度調節可能なサーモスタット式などがある．","0"
"093312","minor","093312","入浴担架・おむつ交換台","(Bathing)stretchers, shower tables and diaper-changing tables","横になった姿勢で入浴などを行うためのキャスタ付きの台・担架類．一般的にはポータブル浴槽などと組み合わせて入浴時に利用する．吊り上げ式リフト用吊具は123621を参照．","0"
"093315","minor","093315","洗面器","Wash-basins","車いすの利用を考慮して洗面器の手前が薄くなったものや，片手で簡単に操作できるシングルレバ水栓や手を差し出すと湯水が出る自動水栓などの付いたものがある．また，高さが簡単に変えられる昇降式の洗面台もある．","0"
"093318","minor","093318","ビデ","Bidets","ビデ専用器具の他に，ビデの機能を持つ温水洗浄式便器（座）もあるが，温水洗浄機能付き便器は091206を，温水洗浄便座は091236を参照．","0"
"093321","minor","093321","浴槽","Bath-tubs","一般家庭で使われる一般浴槽の他に，障害のある人や介助を要する人のためのポータブル浴槽や昇降式浴槽，開閉式浴槽，ユニット浴槽，リフト付き浴槽など特殊な浴槽がある． 一般浴槽：一般浴槽はサイズに応じて，深くて長さの短い和式浴槽，浅くて長い洋式浴槽，その中間の和洋折衷浴槽に分かれ，手すりの付いたものや底に滑り止め加工をしたものなどもある． ポータブル浴槽：折りたたんだり，空気を抜いてたたんだりして収納したり，移動したりできる簡易浴槽．排水ホースや洗髪器などがセットになっているものもある． ユニット式浴槽：洗い場や水栓類，便器その他の設備が付属した浴槽．（高齢者・障害者用ユニットバスを含む．） 開閉式浴槽：浴槽の側面がドア式や上下に開閉することで，楽に出入りができるように工夫された浴槽．浴槽内に腰掛けがあるものやキャスタ付きの椅子のまま出入りするものなどがある． 昇降式浴槽：横になった姿勢や座った姿勢のまま入浴できるように，入浴担架やストレッチャ，床走行式ホイストなどと組み合わせて使用する介助用の浴槽．浴槽自体が上下するものと，入浴担架などが上下するものの２つのタイプがある． リフト付き浴槽：出入りするためのリフトが浴槽にセットされているもの．洗い場と浴槽内の移動を吊り具やいすを使い，左右・上下にリフトで移動させて入浴する． シャワバス：担架に寝たままシャワを浴びるためのシャワ専用の設備機器．","0"
"093324","minor","093324","バスキャビネット","Bath-tub shelves","石鹸・シャンプー・ブラシ・タオルなどの用品を浴室内で収納するための棚など．洗い場や浴槽内での入浴動作が片手などで簡単にできるように使用される．","0"
"093327","minor","093327","長さ並びに深さ短縮用具","Aids for reducing length or depth of bath","浴槽内で身体を安定させたり，浴槽への出入りを楽にさせるために，浴槽の使用上の寸法を変化させる器具．入浴用ステップや浴槽内スノコなどがある．","0"
"093330","minor","093330","洗体自助具","Washcloths, sponges and brushes with holder, handle or grip","背中・足先などを洗うことが困難な人が使いやすいように工夫された柄の長い浴用ブラシなどの道具．","0"
"093333","minor","093333","固定式石鹸皿とソープディスペンサ","Soap-dishes with holder and soap-dispensers","片手で容易に石鹸などを取り出したりできるように工夫された器具．","0"
"093336","minor","093336","ボディドライヤ","Aids for drying oneself","手で身体を拭くことが困難な人が，温風や輻射熱などで身体を乾かすための器具．温風乾燥機能つき便器は091206を，ヘアドライヤは093909を，温水洗浄便座は091236を参照．","0"
"093339","minor","093339","浴用浮き具","Floating aids","障害のある人の身体を水中で安定させたり，動作の補助のために用いる道具．頭部用浮き輪や，身体を安定して浮かせる組立式いかだなどフロート類がある．水泳用浮き具，入浴用頚椎カラー，膨らまし式入浴キャップなどを含む．","0"
"093342","minor","093342","シュノーケル（気管切開者用）","Snorkels","気管切開者が入浴（シャワ）時に，気管切開した部分から湯が入らないようにするために使用する．","0"
"093345","minor","093345","入浴用湯温計","Bath thermometers","身体状況に適した温度で入浴するために湯水の確認に用いる温度計．","0"
"093389","minor","093389","その他の入浴用品","Other aids for washing, bathing and showering","","0"
"093390","minor","093390","洗髪器*","Shampooing basins","寝たきりの方の髪を洗うためのもので，桶のような本体に排水口が取り付けられ頭部の支えがあり，枕の付いたものもある．ビニル製が多く，浮輪のように空気で膨らますタイプが多い． なお、以下「93394　局部洗浄用シャワ」までは ISO 9999 では「093315  Wash basin」に含まれるが，我が国の気候条件を考慮して別項目とした．","1"
"093391","minor","093391","足浴器*","Leg bathing basins","お風呂に入れない方が，足だけを温めたり，洗ったりするときに使うもので，バケツのような本体に，排水口が取り付けられたビニル製の膨らますタイプや，電気により温熱遠赤外線や気泡の発生するタイプなど様々なものがある．洗面器は093315参照．093390の解説参照．","1"
"093392","minor","093392","陰部洗浄器*","Genitarial bathing basins","洗髪器と同様な形状・素材で，寝たきりの方の陰部を洗うもの．洗面器は093315参照．093390の解説参照．","1"
"093393","minor","093393","座浴器*","Aids for hip bathing","肛門部を気泡（バブル）と薬液とによって洗浄するもので，洋式便器やポータブルトイレの便座を上げた状態に設置して使用する．洗面器は093315参照．093390の解説参照．","1"
"093394","minor","093394","局部洗浄用シャワ*","Showers and shower units for local bathing","主に，頭髪や陰部を洗浄するときに使う簡易シャワ．ボトルに数百CCのお湯を入れ，絞り出すことでシャワするタイプから，空気圧を利用し，数リットルまで扱えるもの．また，数リットルの水を電気で沸かし，ホンプでシャワするタイプなど色々なものがある．シャワ器具は093309を参照．洗面器は093315参照．093390の解説参照．","1"
"093600","middle","093600","マニキュア・ペディキュア用具","Aids for manicure and pedicure","","0"
"093603","minor","093603","爪用ブラシ","Nail-brushes","ブラシをテーブルなどに吸盤やクランプなどをで固定し，片手でも爪の清潔を保つことができるよう工夫されたもの．手・指の機能を補助する機器は2418を参照．","0"
"093606","minor","093606","爪用やすり","Nail-files and emery boards","やすりをテーブルなどに吸盤やクランプなどをで固定し，片手でも使えるよう工夫されたもの．手・指の機能を補助する機器は2418を参照．","0"
"093609","minor","093609","爪きり","Nail-scissors and nail-clippers","爪きりを台に固定し，爪きりを持てない人でも使用できるようにしたり，足まで手が届かない人のために，棒の先に取り付けた爪きりを手元のレバーで操作するなど工夫されたもの．","0"
"093900","middle","093900","ヘアケア用具","Aids for hair care","","0"
"093903","minor","093903","シャンプー用品","Shampooing aids","寝たままで洗髪する時に，シャンプーが眼などに入らないようにするためのシャンプーハット，凹凸表示のあるシャンプーやリンスの容器など，介護者や障害者が使いやすいように工夫されたもの．また，ドライシャンプーなども含まれる．","0"
"093906","minor","093906","くし・ヘアブラシ","Combs and hairbrushes","肩や腕に障害がある人や，握力のない人が用いる．手にベルトで固定したり，手を持ち上げなくても使えるように柄を長くしたり，柄とブラシの角度を変えられたりなど工夫されたもの．手・指の機能を補助する機器は2418を参照．","0"
"093909","minor","093909","ヘアドライヤ","Hair-dryers","スタンド型にするなどして，手でもたなくても使えるように工夫されたもの．","0"
"094200","middle","094200","歯・口の手入れ用具","Aids for dental care","チューブ絞り出し器は240606を参照．","0"
"094203","minor","094203","歯ブラシ","Non-electric toothbrushes","柄が太くなっていたり，リング付きなど持ちやすいように工夫されたもの．手・指の機能を補助する機器は2418を参照．","0"
"094206","minor","094206","電動歯ブラシ","Electric toothbrushes","壁に取り付けられるなど，両手が不自由な状態でも使用できるもの．","0"
"094290","minor","094290","口腔洗浄器*","Aids for oral care","ジェット水流などで，口の中の汚れを取ったり，歯ぐきのマッサージをするもので，持ちやすいような工夫がされ，操作も簡単である．","1"
"094289","minor","094289","その他の歯・口の手入れ用具","Other aids for dental care","","0"
"094500","middle","094500","顔の手入れ用具","Aids for facial care/skin care","皮膚保護・清拭用具は0921を参照．","0"
"094503","minor","094503","カミソリ・シェーバ","Shaving-brushes， razors and (electric) shavers","手・指の機能を補助する機器は2418を参照．","0"
"094506","minor","094506","化粧用具","Aids for the application of make-up","口もとまで手があがらない人のために，柄を長くした口紅ホルダなど．","0"
"094509","minor","094509","鏡","Mirrors","洗面台の鏡などで，角度を変える機構のあるものや，手前に傾斜しているものなど，車いすに乗ったままでも姿が見えるように工夫されたもの．","0"
"094800","middle","094800","体温・体重測定用具（触覚式・音声式を含む．）","Aids for measuring body temperature and mass","","0"
"094803","minor","094803","体温計","Body thermometers","視覚に障害がある人にもわかるように，文字盤の目盛りを凸点や凸線で表示するなどの工夫をしたもの．","0"
"094806","minor","094806","体重計","Personal scales","視力に障害がある人にもわかるように工夫されたもの．文字盤を凸点などで表示した触覚式と，数値を音声で知らせる音声式のものがある．","0"
"095100","middle","095100","時計（触覚式・音声式・振動式・閃光式を含む．）","Timepieces","","0"
